ID,USERZIPCODE,PLATFORMTYPE,URL,KEYWORDS,TAXONOMY,IS_HCP
14500,100751850,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',2084N0400X,1
4607,30701,'Online Medical Journal',https://www.rarediseaseadvisor.com/insights/sm-insights/systemic-mastocytosis-pregnancy/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rda&wtu_id_h=e922e4f4189330fe80379549a24a437b,'Angioedema|Gastroenterology|Multiple Sclerosis|Clinical|False|Anesthesia|Bradycardia|Physicians|Health|Neoplastic|Dermatology|Obstetrics & Gynecology|Intensive Care|Thyroid Carcinoma|Urology|Hepatology|Biopsy|Hereditary|Delivery|Obstetric|Reproductive|Cardiology|Oncology|Allergens|Bone Marrow|Child|Neurology|Rheumatology|Large',2084P0800X,1
95012,11206,'Online Medical Journal',https://www.empr.com/drug/zoloft/,Insomnia|Physicians|Arthralgia|Oral|False|Delivery|Urology|Diagnosis|Endocrine|Psychiatry|Epistaxis|Child|Rheumatology|Medicine|Pharmacology|Elderly|Cardiovascular|Clinical|Neonatal|Technology|Neurology|Ophthalmology|Behavior|Cardiology|Health|Gastroenterology|Oncology|Pediatrics|Metabolic|Dermatology,2084N0400X,1
78034,93274,'Online Medical Journal',https://www.rarediseaseadvisor.com/insights/sm-insights/systemic-mastocytosis-pregnancy/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rda&wtu_id_h=e922e4f4189330fe80379549a24a437b,'Angioedema|Gastroenterology|Multiple Sclerosis|Clinical|False|Anesthesia|Bradycardia|Physicians|Health|Neoplastic|Dermatology|Obstetrics & Gynecology|Intensive Care|Thyroid Carcinoma|Urology|Hepatology|Biopsy|Hereditary|Delivery|Obstetric|Reproductive|Cardiology|Oncology|Allergens|Bone Marrow|Child|Neurology|Rheumatology|Large',2084P0800X,1
83488,1001,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',207R00000X,1
33364,95401,'Online Medical Journal',https://www.neurologyadvisor.com/topics/multiple-sclerosis/lavender-capsule-combats-fatigue-in-patients-with-multiple-sclerosis/,'False|Oncology|Small|Sleep Disorders|Neurology|Aged|General|Clinical|Acquired|Central Nervous System Infections|Multiple Sclerosis|Controlled|Nervous System|Urology|Medicine|Total|Cardiology',2084P0800X,1
44844,62702,'Online Medical Journal',https://www.clinicalpainadvisor.com/decision-support-in-medicine/anesthesiology/knee-arthroscopy/,'Bradycardia|Pathology|Medicine|Cardiac Output|Postoperative Complications|Inborn|Large|Molecular|Intubation|Patient Care|Apnea|Operative|Oral|Genetic|Small|False|Trauma|Surgery|Myocardial Infarction|Myocardial Ischemia|Allergic|Hypotension|General|Intravenous|Cardiac|Chronic|Total|Pain Medicine|Ventricular Fibrillation|Seizures|Cardiomyopathies|Perfusion|Metabolic|Analgesia|Anesthesia|Asthma|Epidural|Controlled|Anti-Inflammatory Agents|Stomach|Endotracheal|Cardiovascular|Clinical|Corrective|Surgical|Endocrine|Induced|Arrhythmias|Diagnosis|Blood Loss|Cardiology|Urology',2084P0800X,1
3616,94903,'Online Medical Journal',https://www.clinicalpainadvisor.com/dea-drug-slang-code-words/drug-slang-code-words/,Chronic|Urology|Medicine|Total|General|Child|Controlled|Clinical|False|Dental|Synthetic|Cardiology,2084P0800X,1
104974,10010,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',207Q00000X,1
50748,45215,'Online Medical Journal',https://www.hematologyadvisor.com/home/topics/leukemia/imatinib-chronic-myeloid-leukemia-cml-comparison-brand-treatment/,'leukemia|pain|disease|health|oncology|cardiology|the|general|clinical|hematology|dermatology|myelodysplastic syndromes|urology|',2084P0800X,1
25892,8234,'Online Medical Journal',https://www.clinicaladvisor.com/home/consultations/mysterious-stomach-pain-when-coughing/,Liver|Gastroenterology|Pediatrics|Urology|Esophagus|Stomach|Health|Oncology|Rheumatology|Hepatology|General|Chronic|Cardiology|Asthma|Cardiovascular|Neurology|Orthopedics|Clinical|Ophthalmology|Dermatology|Small|Psychiatry|Medicine|Aged|False|Surgery,2084P0800X,1
41571,89113,'Online Learning Portal',https://www.goodrx.com/health-topic/mental-health/spoon-theory,'Child|Multiple Sclerosis|Behavior|Seasonal|Diagnosis|Psychological|Medicine|Health|Chronic|Trauma|Surgery|Stomach|Arthritis|Emotions|Asthma|Mental Health|False|Atrial Fibrillation|Elderly|Experimental|Total|Thyroid Cancer|Tachycardia|Autoimmune|Flu|Allergens|Digestive Tract|Autoimmune Diseases|Large|Small|Delivery|Health Services|Anxiety Disorders|Clinical|Rheumatoid',207Q00000X,1
29053,37211,'Online Medical Journal',https://www.clinicaladvisor.com/slideshow/clinical-quiz/derm-dx-papules-on-the-penis/,Medicine|Oral|Genetic|Chronic|Small|Preschool|Gastroenterology|Surgery|Neurology|Health|Dermatology|Rheumatology|Urology|Asthma|Diagnosis|Trauma|Cardiology|Orthopedics|Pediatrics|Biopsy|Aged|Hepatology|Cardiovascular|Ophthalmology|General|Clinical|False|Oncology|Psychiatry,2084P0800X,1
3737,863011613,'Online Medical Journal',https://globalrph.com/drugs/anti-depressants/,'Pharmacology|Liver Dysfunction|Elderly|Liver|Clinical|Erythema|Angioedema|Hypersensitivity|Allergic|Total|Health|Neonates|False|Oncology|Clinical Pharmacology|Aged|Oral|Small|Medicine|Physicians|Drug Therapy|Behavior|Controlled|Diagnosis|Female|Insomnia|Cardiac|Chronic|Nervous System|Seizures|Therapeutic Effects|Arrhythmias|Hypotension|Arrhythmia|CNS',2084N0400X,1
64181,10016,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',207RG0100X,1
85681,90620,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',207Q00000X,1
50849,20603,'Online Medical Journal','https://www.medicalbag.com/home/specialties/ophthalmology/with-artificial-intelligence-early-pterygium-can-be-diagnosed-from-phone-photos/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_MED_UPDT_041723_AL&hmEmail=Xum888Fvo6agQTnMYzqk\%2FzIZDo7e\%2Fi8h&sha256email=d50a129a21fc92943b8edd08f90dfd264bc4807746d22ffc187eadaffc095eed&hmSubId=&NID=1861453284','small|hospitals|rheumatology|psychiatry|oncology|general|specialties|total|patient|surgical|ophthalmology|neurology|new|pain|disease|diagnosis|health|medicine|gastroenterology|technology|cardiology|the|hematology|clinical|dermatology|health care professional|urology|endocrinology|',207R00000X,1
25277,11563,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',207R00000X,1
70279,540167848,'Online Medical Journal',https://globalrph.com/medcalcs/warfarin-maintenance-dose-consult-tool/,'Dental|Total|Clinical|Pharmacology|Physicians|Health|Drug Therapy|Oncology|False',390200000X,1
108954,46845,'Online Medical Journal',https://www.cureus.com/reviewer/articles/140164-an-unusual-case-of-combined-thrombosis-and-amegakaryocytopenia-resembling-thrombosis-with-thrombocytopenia-syndrome-following-covid-19-infection-in-an-unvaccinated-patient,'small|nephrology|radiology|preventive medicine|internal medicine|oncology|forensic medicine|general|specialties|trauma|pain|disease|health|pain management|acos|cardiology|preventive|the|clinical|hematology|proton therapy|dermatology|transplantation|pediatrics|urology|diabetes|cardiac|surgery|',207R00000X,1
44760,94928,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/topics/osteoarthritis/neuromuscular-electrical-stimulation-therapy-improves-knee-osteoarthritis-symptoms/,Total|Oncology|Psychiatry|Medicine|Arthritis|Cardiology|General|Rheumatoid|Rheumatology|Clinical|Neurology|Health|False|Controlled|Dermatology|Gastroenterology|Ophthalmology|Urology,2084N0400X,1
54266,35222,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',2084N0400X,1
52917,26031,'Online Medical Journal',https://www.empr.com/home/mpr-first-report/painweek-2015/peripheral-neuropathies-a-primer/,'small|chronic kidney disease|rheumatology|psychiatry|oncology|inflammation|conduction|ophthalmology|chronic|neurology|endocrine|metabolic|numbness|trauma|cardiovascular disease|pain|disease|autoimmune|liver|muscle weakness|diagnosis|health|medicine|pain management|gastroenterology|technology|cardiovascular|tingling|cardiology|the|allergic|hematology|clinical|nervous system|dermatology|arthropathy|inherited|immunization|pediatrics|urology|oral|headache|diabetes|endocrinology|',207Q00000X,1
11343,10010,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',207N00000X,1
53565,60639,'Online Medical Journal',https://www.clinicaladvisor.com/home/dermatology-clinic/thick-ridges-and-valleys-found-on-a-newly-shaved-scalp-2/,Oncology|Medicine|Neurology|Ophthalmology|Pediatrics|Urology|General|False|Elderly|Hepatology|Asthma|Cardiology|Cardiovascular|Clinical|Dermatology|Orthopedics|Rheumatology|Diagnosis|Gastroenterology|Psychiatry|Surgery|Health,207R00000X,1
61885,11530,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',2084A0401X,1
82253,60050,'Online Medical Journal',https://www.dermatologyadvisor.com/home/topics/acne/skin-cancer-treatments-may-cause-acne-and-hs/,Clinical|Ophthalmology|Urology|Medicine|Psychiatry|Rheumatology|Surgical|Dermatology|Oncology|Total|Neurology|General|Oral|Dermatitis|Gastroenterology|False|Cardiology,2084N0402X,1
60603,75041,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',2084N0600X,1
67860,95141,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/cancer-topics/general-oncology/solid-tumors-myc-inhibitor-stave-off-progression/,'small|leukemia|multiple myeloma|pain|disease|sarcoma|oncology|the|general|clinical|hematology|intravenous|back pain|carcinoma|urology|',2084N0400X,1
80635,7885,'Online Medical Journal',https://www.cureus.com/articles/104982-ear-nose-and-throat-foreign-bodies-in-the-paediatric-population-did-the-covid-19-lockdown-change-anything,'Hospitals|General Practitioners|General|Small|Intubation|Pediatrics|Psychiatry|Dentistry|Oral|Dermatology|Neurological Surgery|Otolaryngology|Intensive Care|Child|Anesthesiology|Gastroenterology|Orthopedics|Physical Medicine & Rehabilitation|Surgery|General Practice|Specialties|Technology|Surgical|Large|Trauma|Oncology|Medicine|Emergency Medicine|Resuscitation|Physicians|Health|Clinical|Neurology|Rheumatology|Critical Care|Aged|Cardiac|Preventive Medicine|Intestine|Minimally Invasive Surgical Procedures|Preventive|Cardiology|Nuclear Medicine|Ophthalmology|Child Health|Rehabilitation|Transplantation|False|Pathology|Urology',2084N0400X,1
14074,10016,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',2084P0800X,1
110817,34683,'Online Learning Portal',https://www.goodrx.com/healthcare-access/medication-education/medication-reminder-apps,'Allergens|Immune System|Digestive Tract|Large|Small|Arthritis|Clinical|Total|Elderly|Stomach|Diagnosis|Technology|False|Chronic|Drug Combinations|Atrial Fibrillation|Hospitals|Health|Asthma|Autoimmune|Flu|Delivery|Seizures|Behavior|Medicine|Controlled|Thyroid Cancer|Seasonal|Intravenous|Oral',207ND0101X,1
75801,939063460,'Online Medical Journal',https://www.clinicaladvisor.com/slideshow/clinical-quiz/derm-dx-thick-sticky-scales-that-clump-to-hair/,Asthma|Psychiatry|Medicine|Clinical|Pediatrics|General|Cardiology|Neurology|Rheumatology|Surgery|Urology|Oral|Chronic|Gastroenterology|Orthopedics|Dermatitis|Diagnosis|Dermatology|False|Ophthalmology|Hepatology|Cardiovascular|Large|Small|Oncology|Health,207P00000X,1
114848,90620,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',2084N0400X,1
56412,46040,'Online Medical Journal',https://www.clinicaladvisor.com/home/consultations/hpv-recurrence-risk-in-monogamous-relationships/,Cardiovascular|Clinical|False|Male|Oncology|Psychiatry|Medicine|Hepatology|General|Total|Gastroenterology|Neurology|Urology|Health|Cardiology|Asthma|Orthopedics|Pediatrics|Rheumatology|Dermatology|Surgery|Acquired|Ophthalmology,207Q00000X,1
94552,1013,'Online Medical Journal',https://www.renalandurologynews.com/home/conference-highlights/american-urological-association-annual-meeting/aua-2016-annual-meeting/aua-2016-bph-luts/high-psa-predicts-elevated-risk-of-lower-urinary-tract-symptoms/,Premature|Controlled|Nephritis|Dermatology|Clinical|Anemia|False|Ophthalmology|Rheumatology|Biopsy|Chronic|Cardiology|Medicine|Transplantation|General|Urology|Total|Reproductive|Gastroenterology|Surgery|Health|Cardiovascular|Male|Neurology|Oncology|Psychiatry,2084N0400X,1
3102,339073655,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/meetings/ats-2022/asthma-exacerbation-frequency-and-depression/,'Behavior|Preventive|Tuberculosis|False|Dermatology|Urology|Medicine|Asthma|Total|General|Clinical|Gastroenterology|Ophthalmology|Critical Care|Oncology|Lung|Neurology|Psychiatry|Rheumatology|Health|Cardiology',363LF0000X,1
111344,6498,'Online Medical Journal',https://www.rarediseaseadvisor.com/news/pompe-news-briefs/genotype-phenotype-correlation-demonstrated-in-pompe-disease/,'pain|disease|multiple sclerosis|neuromyelitis optica|hepatology|idiopathic pulmonary fibrosis|oncology|cardiology|the|thyroid carcinoma|clinical|hematology|dermatology|carcinoma|cystic fibrosis|pulmonary fibrosis|urology|pulmonary arterial hypertension|hypertension|',2084N0400X,1
70384,85641,'Online Medical Journal',https://www.dermatologyadvisor.com/home/decision-support-in-medicine/dermatology/median-rhomboid-glossitis-posterior-midline-atrophic-candidiasis-central-papillary-atrophy-of-the-tongue-posterior-lingual-papillary-atrophy/,Oral|Dermatology|Dermatitis|Congenital|Clinical|Papillary|Chronic|General|Male|Medicine|Diagnosis|Total|Cardiology|Urology|Biopsy|False|Female,207T00000X,1
113116,62702,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/hematology/viral-infections-after-bone-marrow-transplant/,'Seasonal|General|Cardiology|Medicine|Large|Oncology|Bone Marrow|Lung|Biopsy|Drainage|Infected|Acquired|CNS|Transplantation|Intravenous|Total|Neurology|Seizures|Liver|Clinical|Molecular|Diagnosis|False|Dermatology|Psychiatry|Oral|Endocrine|Small|Respiratory Tract|Rheumatology|Urology|Chronic|Nervous System|Nephritis|Gastroenterology|Ophthalmology',2084V0102X,1
16181,10016,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',207RG0100X,1
8620,20011,'Online Medical Journal','https://www.clinicaladvisor.com/home/meeting-coverage/acaai-2022/early-atopic-dermatitis-modifies-the-risk-for-allergic-respiratory-disease/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_CAD_CONF_ACAAI_ASTEPRO_111822_RM&hmEmail=Z4dmqN8Oe0\%2Bjs09roUdGyn1BYUc9LsUZ&sha256email=675caddc299da8c99104e5d8f6917006edd0beae8ac4d7d566166a7e50564d4a&hmSubId=&NID=&elqTrackId=41a7efc94da04f66a96c358fb6b05bf5&elq=648d8abe0aa740138a5898d779bdb6a3&elqaid=7272&elqat=1&elqCampaignId=6012','influenza|pain|nephrology|disease|hepatology|health|rhinitis|asthma|pain management|oncology|copd|the|allergic|general|clinical|hematology|dermatology|birth cohort|psoriasis|pediatrics|urology|diabetes|surgery|',2084P0800X,1
28251,84066,'Online Medical Journal',https://www.dermatologyadvisor.com/home/topics/rosacea/advanced-optimal-treats-rosacea/?itm_source=Bibblio&itm_campaign=Bibblio_related&itm_medium=Bibblio_carousel,'pain|disease|autoimmune|skin infections|skin disease|oncology|cardiology|the|general|clinical|hematology|erythema|dermatology|psoriasis|induced|urology|',207Q00000X,1
60719,77096,'Online Medical Journal',https://www.medicalbag.com/home/features/what-killed-em/john-wayne/,'Health Care Professional|Stomach|Health|Rheumatology|Ophthalmology|Medicine|False|Dermatology|Urology|Clinical|Large|Cardiology|Neurology|Psychiatry|Total|Oncology|Lung|Gastroenterology',2084P0800X,1
79587,21215,'Online Medical Journal',https://www.cureus.com/articles/139461-micro-stick-to-rapid-infusion-catheter-ric-ultrasound-guided-rapid-infusion-catheter-insertion-using-a-micropuncture-kit?campaign_article_id=8394&campaign_id=2283&email=TW56M21EZ1VFdmx6N3RqVm41OWJwbmdxTVFUMmVuY2JCVW9TZ2tWSEsyNWVvSWp1Mlp0dVFYREJXYW5iaCtoKy0tK0thOXU3TTd6MDlzdHhKUkJvZnB5Zz09--f39975646c143209cc75cab04d5774d206cb3a7f&utm_campaign=production-campaign-2283&utm_medium=email&utm_source=bulk_mailer,'small|hospitals|nephrology|emergency medicine|radiology|critical care|rheumatology|psychiatry|forensic|oncology|forensic medicine|specialties|rehabilitation|plastic surgery|trauma|educational|anesthesiology|pain management|gastroenterology|radiosurgery|acos|preventive|clinical|proton therapy|general practice|transplantation|urology|sports medicine|cardiac|endocrinology|pathology|dentistry|preventive medicine|internal medicine|nephrology|general|physical medicine & rehabilitation|intravenous|neurological surgery|radiation oncology|ophthalmology|family medicine|neurology|pain|disease|otolaryngology|nuclear medicine|health|orthopedics|medicine|technology|cardiology|the|hematology|dermatology|pediatrics|oral|diabetes|surgery|',2084N0400X,1
91891,29415,'Online Learning Portal',https://www.goodrx.com/healthcare-access/patient-advocacy/patient-advocate-alternate-options,'Anesthesia|Physicians|Attitude|Nervous System|Thyroid Cancer|Allergens|Biopsy|Cardiovascular|Surgical|Asthma|Cardiac|Clinical|False|Medicine|Atrial Fibrillation|Autoimmune|Arthritis|Hereditary|Chronic|Trauma|Surgery|Hospitals|Health|Mental Health|Diagnosis|Delivery|Flu|Seasonal|Genetic|Digestive Tract|Aged|Child|Large|Psychological|Total|Elderly|Specialties|Small',2084N0400X,1
72037,2445,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/topics/osteoarthritis/neuromuscular-electrical-stimulation-therapy-improves-knee-osteoarthritis-symptoms/,Total|Oncology|Psychiatry|Medicine|Arthritis|Cardiology|General|Rheumatoid|Rheumatology|Clinical|Neurology|Health|False|Controlled|Dermatology|Gastroenterology|Ophthalmology|Urology,207R00000X,1
19835,2445,'Online Medical Journal','https://www.clinicaladvisor.com/home/topics/psychiatry-information-center/adolescents-with-autism-spectrum-disorder-may-benefit-from-dance-intervention/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_CAD_UPDT_091922_JM&hmEmail=X5fuR9ev8YBkvYOt3Z9MCYYxkPSjzuG6c1LrZj6wyn8\%3D&sha256email=446ccc6ebf0ecfe1010743384953f0f01c5fc58d1723ed3689c2ad76578fa4cc&hmSubId=&NID=1851427447',Hepatology|False|Ophthalmology|Child|Rheumatology|Behavior|Dermatology|Gastroenterology|Surgery|Neurology|Oncology|Psychiatry|Health|Cardiovascular|Pediatrics|Medicine|General|Clinical|Total|Orthopedics|Asthma|Controlled|Cardiology|Urology,2084P0800X,1
99333,14215,'Online Medical Journal',https://www.dermatologyadvisor.com/home/decision-support-in-medicine/dermatology/median-rhomboid-glossitis-posterior-midline-atrophic-candidiasis-central-papillary-atrophy-of-the-tongue-posterior-lingual-papillary-atrophy/,Oral|Dermatology|Dermatitis|Congenital|Clinical|Papillary|Chronic|General|Male|Medicine|Diagnosis|Total|Cardiology|Urology|Biopsy|False|Female,2084N0402X,1
4246,19720,'Online Medical Journal','https://www.medicalbag.com/home/specialties/cardiology/sglt-2-inhibitors-show-benefit-in-heart-failure-with-preserved-ejection-fraction/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_MED_UPDT_092222_RM&hmEmail=Srnazde\%2BdXuIrjCIo4rOig\%3D\%3D&sha256email=2b5b98f7575233a9fbfd66f6c469a24b0589a929b9d552ac261ceba5437bf703&hmSubId=&NID=','Total|Cardiomyopathy|Health|Clinical|False|Dermatology|Controlled|Cardiovascular|Gastroenterology|Neurology|Specialties|Oncology|Rheumatology|Urology|Medicine|Health Care Professional|Ophthalmology|Psychiatry|Large|Cardiology|Heart Failure',207R00000X,1
101236,33776,'Online Medical Journal',https://www.clinicaladvisor.com/home/my-practice/physician-assistant-career-resources/pa-profile-aapa-president-jennifer-m-orozco-mms-pa-c-d-faapa/,'Patient Care|Mental Health|Psychiatry|Rheumatology|Emergency Medicine|Cardiovascular|False|Hepatology|Orthopedics|Pediatrics|Asthma|General|Clinical|Dermatology|Gastroenterology|Neurology|Health|Cardiology|Ophthalmology|Medicine|Urology|Physicians|Oncology|Surgery',2084P0800X,1
100510,19120,'Online Medical Journal',https://www.neurologyadvisor.com/topics/alzheimers-disease-and-dementia/impact-covid-19-pandemic-people-living-with-dementia-caregivers/,'Elderly|Health|Nervous System|Geriatric Medicine|Oncology|Health Services|Mental Health|False|Central Nervous System Infections|General|Infected|Clinical|Sleep Disorders|Medicine|Total|Cardiology|Neurology|Urology',2084P0800X,1
10907,91326,'Online Medical Journal',https://www.clinicaladvisor.com/home/the-waiting-room/consider-nocturnal-seizures-when-evaluating-a-patient-for-parasomnias/,'Hepatology|General|Diagnosis|Oncology|Surgery|Medicine|Apnea|Small|Cardiology|Sleep Disorders|Orthopedics|Pediatrics|Urology|False|Ophthalmology|Clinical|Health|Behavior|Asthma|Gastroenterology|Neurology|Psychiatry|Seizures|Parasomnias|Cardiovascular|Dermatology|Rheumatology',207Q00000X,1
7053,63385,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/news/exploring-the-link-between-covid-19-and-autoimmunity-can-help-patients-with-long-haul-covid/,'Health|Rheumatoid|Cardiology|Lung|Mental Health|Molecular|Psychiatry|Anxiety Disorders|General|Arthritis|Cardiovascular|False|Oncology|Lung Diseases|Large|Ophthalmology|Rheumatology|Overweight|Immune System|Medicine|Aged|Dermatology|Gastroenterology|Autoimmune|Clinical|Genetic|Chronic|Total|Neurology|Urology',2084P0800X,1
