ID,IS_HCP,taxClass,TAXONOMY
140461,1,2426,?
140462,0,624,?
140463,0,36,207RC0000X
140464,0,191,2084P0800X
140465,0,49,208000000X
140466,0,15,207RG0100X
140467,0,243,?
140468,0,2221,?
140469,0,334,?
140470,1,115,2084P0804X
140471,1,559,?
140472,0,2570,?
140473,0,436,?
140474,0,369,?
140475,0,93,2084P0800X
140476,0,16,2084P0800X
140477,0,1730,?
140478,1,115,2084P0804X
140479,1,1092,?
140480,0,815,?
140481,0,2571,?
140482,0,0,207R00000X
140483,0,132,207RH0003X
140484,1,2572,?
140485,0,150,2084P0804X
140486,0,41,2084N0402X
140487,0,16,2084P0800X
140488,0,0,207R00000X
140489,0,3,207Q00000X
140490,1,139,207Q00000X
140491,0,33,2084P0800X
140492,0,333,?
140493,1,629,?
140494,0,16,2084P0800X
140495,0,20,2084P0800X
140496,0,1370,?
140497,0,414,?
140498,0,579,?
140499,0,16,2084P0800X
140500,0,2573,?
140501,0,171,363L00000X
140502,1,2,2084N0400X
140503,0,441,?
140504,1,232,?
140505,0,93,2084P0800X
140506,0,177,2084N0400X
140507,0,1272,?
140508,0,49,208000000X
140509,0,3,207Q00000X
140510,1,2574,?
140511,0,209,?
140512,0,9,207Q00000X
140513,0,242,?
140514,0,116,2084N0400X
140515,0,588,?
140516,0,144,207R00000X
140517,0,365,?
140518,0,405,?
140519,0,187,207R00000X
140520,1,1265,?
140521,0,144,207R00000X
140522,0,206,207R00000X
140523,0,187,207R00000X
140524,0,135,2084P0804X
140525,0,2575,?
140526,0,393,?
140527,1,1545,?
140528,0,90,2084P0800X
140529,1,73,207RP1001X
140530,1,1265,?
140531,0,19,2084N0400X
140532,0,86,207R00000X
140533,0,34,207RG0100X
140534,0,207,?
140535,0,40,208000000X
140536,0,352,?
140537,1,930,?
140538,0,22,2084N0400X
140539,0,16,2084P0800X
140540,1,256,?
140541,1,222,?
140542,0,49,208000000X
140543,0,49,208000000X
140544,1,47,2084N0600X
140545,0,16,2084P0800X
140546,0,94,2084N0400X
140547,0,307,?
140548,1,128,207R00000X
140549,1,51,2084B0040X
140550,0,2370,?
140551,0,242,?
140552,1,141,2084N0400X
140553,1,1575,?
140554,1,7,2084N0400X
140555,1,29,207R00000X
140556,1,2576,?
140557,0,49,208000000X
140558,0,0,207R00000X
140559,0,135,2084P0804X
140560,0,333,?
140561,0,86,207R00000X
140562,0,1737,?
140563,0,758,?
140564,0,15,207RG0100X
140565,0,139,207Q00000X
140566,1,256,?
140567,0,484,?
140568,0,16,2084P0800X
140569,1,51,2084B0040X
140570,1,683,?
140571,1,1741,?
140572,0,61,2084N0400X
140573,0,190,2084N0400X
140574,0,284,?
140575,0,23,207RI0200X
140576,0,0,207R00000X
140577,0,90,2084P0800X
140578,0,9,207Q00000X
140579,0,90,2084P0800X
140580,0,81,2084N0400X
140581,1,1328,?
140582,0,243,?
140583,1,1927,?
140584,0,15,207RG0100X
140585,1,59,2084N0402X
140586,1,51,2084B0040X
140587,0,0,207R00000X
140588,0,11,208000000X
140589,0,737,?
140590,0,16,2084P0800X
140591,0,31,2084N0400X
140592,0,9,207Q00000X
140593,1,291,?
140594,0,2577,?
140595,1,51,2084B0040X
140596,0,8,174400000X
140597,0,329,?
140598,0,274,?
140599,0,3,207Q00000X
140600,1,90,2084P0800X
140601,1,114,2084P0800X
140602,0,425,?
140603,0,40,208000000X
140604,0,624,?
140605,1,29,207R00000X
140606,1,193,207L00000X
140607,1,378,?
140608,1,806,?
140609,1,115,2084P0804X
140610,0,3,207Q00000X
140611,1,490,?
140612,0,1377,?
140613,0,324,?
140614,0,2578,?
140615,0,128,207R00000X
140616,0,28,2084N0400X
140617,0,49,208000000X
140618,1,143,2084P0800X
140619,0,287,?
140620,0,49,208000000X
140621,0,15,207RG0100X
140622,0,190,2084N0400X
140623,0,123,2084N0400X
140624,0,11,208000000X
140625,0,98,207Q00000X
140626,0,90,2084P0800X
140627,0,90,2084P0800X
140628,0,20,2084P0800X
140629,0,187,207R00000X
140630,1,147,207RR0500X
140631,0,129,207RP1001X
140632,0,116,2084N0400X
140633,0,94,2084N0400X
140634,0,40,208000000X
140635,0,130,207RX0202X
140636,0,283,?
140637,0,49,208000000X
140638,0,0,207R00000X
140639,1,722,?
140640,0,40,208000000X
140641,0,135,2084P0804X
140642,0,15,207RG0100X
140643,1,1029,?
140644,1,147,207RR0500X
140645,0,209,?
140646,1,343,?
140647,0,624,?
140648,0,116,2084N0400X
140649,0,2399,?
140650,0,783,?
140651,0,23,207RI0200X
140652,0,187,207R00000X
140653,0,242,?
140654,0,86,207R00000X
140655,0,15,207RG0100X
140656,0,468,?
140657,0,1864,?
140658,0,134,2084P0800X
140659,0,0,207R00000X
140660,1,2171,?
140661,0,243,?
140662,0,983,?
140663,1,51,2084B0040X
140664,0,103,207N00000X
140665,0,150,2084P0804X
140666,0,414,?
140667,0,23,207RI0200X
140668,0,20,2084P0800X
140669,1,547,?
140670,0,436,?
140671,0,0,207R00000X
140672,1,2579,?
140673,1,77,207Q00000X
140674,0,16,2084P0800X
140675,0,90,2084P0800X
140676,0,309,?
140677,1,968,?
140678,1,344,?
140679,1,7,2084N0400X
140680,0,208,?
140681,0,419,?
140682,0,102,207Q00000X
140683,1,2004,?
140684,0,40,208000000X
140685,1,29,207R00000X
140686,0,103,207N00000X
140687,0,20,2084P0800X
140688,0,116,2084N0400X
140689,1,659,?
140690,0,3,207Q00000X
140691,1,68,207Q00000X
140692,0,247,?
140693,0,135,2084P0804X
140694,0,9,207Q00000X
140695,0,159,2084N0400X
140696,1,547,?
140697,0,90,2084P0800X
140698,1,2013,?
140699,1,110,2084N0400X
140700,1,29,207R00000X
140701,0,464,?
140702,1,219,?
140703,0,93,2084P0800X
140704,0,98,207Q00000X
140705,0,155,207T00000X
140706,1,2580,?
140707,0,31,2084N0400X
140708,1,500,?
140709,0,134,2084P0800X
140710,0,24,2084N0400X
140711,1,276,?
140712,0,2156,?
140713,1,217,?
140714,0,185,207Q00000X
140715,0,40,208000000X
140716,0,2063,?
140717,0,16,2084P0800X
140718,0,550,?
140719,0,139,207Q00000X
140720,1,500,?
140721,0,41,2084N0402X
140722,0,303,?
140723,1,2581,?
140724,0,28,2084N0400X
140725,1,1573,?
140726,1,2582,?
140727,0,28,2084N0400X
140728,1,42,2084N0400X
140729,0,1113,?
140730,1,1099,?
140731,0,365,?
140732,0,39,207Q00000X
140733,1,1289,?
140734,1,115,2084P0804X
140735,0,90,2084P0800X
140736,1,527,?
140737,1,1167,?
140738,0,14,207W00000X
140739,1,212,?
140740,1,96,207R00000X
140741,0,16,2084P0800X
140742,0,9,207Q00000X
140743,1,254,?
140744,1,114,2084P0800X
140745,1,46,2084N0400X
140746,0,8,174400000X
140747,0,560,?
140748,0,624,?
140749,1,487,?
140750,0,2583,?
140751,0,23,207RI0200X
140752,1,1013,?
140753,0,697,?
140754,0,674,?
140755,1,345,?
140756,1,90,2084P0800X
140757,1,449,?
140758,0,0,207R00000X
140759,1,1349,?
140760,0,530,?
140761,0,26,2084P0800X
140762,0,971,?
140763,1,212,?
140764,0,26,2084P0800X
140765,0,9,207Q00000X
140766,1,243,?
140767,1,1135,?
140768,0,779,?
140769,0,20,2084P0800X
140770,0,135,2084P0804X
140771,0,78,2084N0600X
140772,1,59,2084N0402X
140773,0,3,207Q00000X
140774,0,88,2084A2900X
140775,0,123,2084N0400X
140776,1,114,2084P0800X
140777,0,40,208000000X
140778,1,113,174400000X
140779,0,2584,?
140780,0,28,2084N0400X
140781,1,603,?
140782,0,603,?
140783,1,1288,?
140784,0,2370,?
140785,1,99,207P00000X
140786,1,68,207Q00000X
140787,0,16,2084P0800X
140788,0,2492,?
140789,0,663,?
140790,0,103,207N00000X
140791,0,3,207Q00000X
140792,0,20,2084P0800X
140793,0,86,207R00000X
140794,0,237,?
140795,0,253,?
140796,1,57,363L00000X
140797,0,135,2084P0804X
140798,1,2585,?
140799,0,41,2084N0402X
140800,0,267,?
140801,0,123,2084N0400X
140802,0,3,207Q00000X
140803,0,90,2084P0800X
140804,1,141,2084N0400X
140805,0,16,2084P0800X
140806,1,115,2084P0804X
140807,0,139,207Q00000X
140808,0,129,207RP1001X
140809,1,143,2084P0800X
140810,0,2586,?
140811,0,81,2084N0400X
140812,0,15,207RG0100X
140813,1,141,2084N0400X
140814,1,160,2084P0015X
140815,0,9,207Q00000X
140816,1,73,207RP1001X
140817,1,889,?
140818,1,59,2084N0402X
140819,1,1277,?
140820,1,92,2084P0800X
140821,0,269,?
140822,1,90,2084P0800X
140823,1,7,2084N0400X
140824,0,174,207R00000X
140825,1,114,2084P0800X
140826,0,0,207R00000X
140827,0,2257,?
140828,0,31,2084N0400X
140829,1,47,2084N0600X
140830,1,2587,?
140831,1,302,?
140832,0,0,207R00000X
140833,0,49,208000000X
140834,0,70,207RC0000X
140835,0,150,2084P0804X
140836,1,724,?
140837,0,73,207RP1001X
140838,0,815,?
140839,1,401,?
140840,0,16,2084P0800X
140841,1,1587,?
140842,1,808,?
140843,0,599,?
140844,0,125,207R00000X
140845,0,15,207RG0100X
140846,1,95,207P00000X
140847,0,521,?
140848,1,2588,?
140849,0,190,2084N0400X
140850,0,41,2084N0402X
140851,0,11,208000000X
140852,1,256,?
140853,0,103,207N00000X
140854,1,2589,?
140855,1,114,2084P0800X
140856,0,171,363L00000X
140857,1,115,2084P0804X
140858,0,159,2084N0400X
140859,1,59,2084N0402X
140860,0,86,207R00000X
140861,1,557,?
140862,0,9,207Q00000X
140863,0,9,207Q00000X
140864,1,1457,?
140865,0,139,207Q00000X
140866,0,125,207R00000X
140867,1,29,207R00000X
140868,1,90,2084P0800X
140869,1,139,207Q00000X
140870,0,206,207R00000X
140871,0,237,?
140872,0,1299,?
140873,0,16,2084P0800X
140874,0,13,207R00000X
140875,0,9,207Q00000X
140876,0,16,2084P0800X
140877,0,9,207Q00000X
140878,1,256,?
140879,0,41,2084N0402X
140880,1,79,207Q00000X
140881,0,519,?
140882,1,48,2084P0800X
140883,0,28,2084N0400X
140884,0,290,?
140885,1,564,?
140886,0,182,207R00000X
140887,1,7,2084N0400X
140888,0,0,207R00000X
140889,0,28,2084N0400X
140890,1,141,2084N0400X
140891,0,0,207R00000X
140892,0,28,2084N0400X
140893,1,212,?
140894,0,15,207RG0100X
140895,0,27,208M00000X
140896,1,2590,?
140897,1,1220,?
140898,0,23,207RI0200X
140899,0,1532,?
140900,0,207,?
140901,1,116,2084N0400X
140902,1,114,2084P0800X
140903,0,28,2084N0400X
140904,1,493,?
140905,0,116,2084N0400X
140906,0,9,207Q00000X
140907,0,155,207T00000X
140908,0,93,2084P0800X
140909,0,15,207RG0100X
140910,1,147,207RR0500X
140911,0,16,2084P0800X
140912,0,0,207R00000X
140913,0,39,207Q00000X
140914,1,77,207Q00000X
140915,0,951,?
140916,1,141,2084N0400X
140917,0,155,207T00000X
140918,0,61,2084N0400X
140919,0,16,2084P0800X
140920,1,652,?
140921,0,2591,?
140922,0,3,207Q00000X
140923,0,1113,?
140924,0,3,207Q00000X
140925,0,152,2084P0800X
140926,1,115,2084P0804X
140927,0,290,?
140928,1,115,2084P0804X
140929,0,9,207Q00000X
140930,0,13,207R00000X
140931,1,90,2084P0800X
140932,0,892,?
140933,0,9,207Q00000X
140934,0,19,2084N0400X
140935,1,2592,?
140936,0,542,?
140937,1,1075,?
140938,0,11,208000000X
140939,1,978,?
140940,1,1658,?
140941,0,23,207RI0200X
140942,0,16,2084P0800X
140943,1,2593,?
140944,0,9,207Q00000X
140945,0,9,207Q00000X
140946,0,11,208000000X
140947,1,51,2084B0040X
140948,1,141,2084N0400X
140949,0,24,2084N0400X
140950,0,0,207R00000X
140951,1,29,207R00000X
140952,0,499,?
140953,0,409,?
140954,0,129,207RP1001X
140955,0,148,2084N0400X
140956,1,205,207Q00000X
140957,1,257,?
140958,1,212,?
140959,0,748,?
140960,1,1220,?
140961,0,9,207Q00000X
140962,1,222,?
140963,0,49,208000000X
140964,1,374,?
140965,0,3,207Q00000X
140966,0,31,2084N0400X
140967,0,15,207RG0100X
140968,0,150,2084P0804X
140969,0,40,208000000X
140970,0,210,?
140971,0,2594,?
140972,0,15,207RG0100X
140973,1,115,2084P0804X
140974,0,283,?
140975,0,23,207RI0200X
140976,0,129,207RP1001X
140977,0,0,207R00000X
140978,0,240,?
140979,0,185,207Q00000X
140980,0,80,2084P0800X
140981,1,115,2084P0804X
140982,1,701,?
140983,1,96,207R00000X
140984,0,15,207RG0100X
140985,0,49,208000000X
140986,0,16,2084P0800X
140987,0,34,207RG0100X
140988,1,2595,?
140989,1,212,?
140990,0,9,207Q00000X
140991,0,1511,?
140992,0,568,?
140993,0,40,208000000X
140994,1,193,207L00000X
140995,0,0,207R00000X
140996,0,484,?
140997,1,1632,?
140998,1,59,2084N0402X
140999,1,59,2084N0402X
141000,1,160,2084P0015X
141001,0,815,?
141002,1,51,2084B0040X
141003,0,15,207RG0100X
141004,1,895,?
141005,0,455,?
141006,1,450,?
141007,0,208,?
141008,0,144,207R00000X
141009,1,2596,?
141010,1,2597,?
141011,1,205,207Q00000X
141012,0,441,?
141013,0,11,208000000X
141014,1,110,2084N0400X
141015,1,153,2084N0400X
141016,1,51,2084B0040X
141017,1,77,207Q00000X
141018,0,40,208000000X
141019,0,116,2084N0400X
141020,0,624,?
141021,1,114,2084P0800X
141022,0,2598,?
141023,0,116,2084N0400X
141024,0,103,207N00000X
141025,0,223,?
141026,1,116,2084N0400X
141027,0,414,?
141028,0,542,?
141029,0,28,2084N0400X
141030,0,459,?
141031,1,2599,?
141032,0,11,208000000X
141033,0,9,207Q00000X
141034,1,66,174400000X
141035,0,2600,?
141036,0,20,2084P0800X
141037,1,232,?
141038,1,90,2084P0800X
141039,1,115,2084P0804X
141040,0,0,207R00000X
141041,0,129,207RP1001X
141042,1,2601,?
141043,1,51,2084B0040X
141044,0,521,?
141045,0,23,207RI0200X
141046,0,23,207RI0200X
141047,0,98,207Q00000X
141048,0,16,2084P0800X
141049,0,16,2084P0800X
141050,0,6,2085R0203X
141051,0,2602,?
141052,1,90,2084P0800X
141053,0,1679,?
141054,0,3,207Q00000X
141055,0,150,2084P0804X
141056,0,86,207R00000X
141057,0,90,2084P0800X
141058,0,0,207R00000X
141059,0,0,207R00000X
141060,1,1941,?
141061,0,90,2084P0800X
141062,0,11,208000000X
141063,0,86,207R00000X
141064,0,624,?
141065,1,147,207RR0500X
141066,1,59,2084N0402X
141067,0,687,?
141068,0,2603,?
141069,0,0,207R00000X
141070,0,90,2084P0800X
141071,1,2604,?
141072,1,2605,?
141073,1,294,?
141074,1,651,?
141075,0,130,207RX0202X
141076,0,329,?
141077,0,27,208M00000X
141078,1,143,2084P0800X
141079,1,1032,?
141080,0,16,2084P0800X
141081,0,103,207N00000X
141082,1,2606,?
141083,0,11,208000000X
141084,1,1681,?
141085,0,185,207Q00000X
141086,0,2607,?
141087,0,2608,?
141088,0,2609,?
141089,0,1074,?
141090,0,2143,?
141091,1,92,2084P0800X
141092,1,1351,?
141093,0,103,207N00000X
141094,0,16,2084P0800X
141095,0,134,2084P0800X
141096,1,147,207RR0500X
141097,0,86,207R00000X
141098,0,0,207R00000X
141099,1,46,2084N0400X
141100,0,20,2084P0800X
141101,0,33,2084P0800X
141102,0,103,207N00000X
141103,0,134,2084P0800X
141104,0,177,2084N0400X
141105,0,298,?
141106,1,59,2084N0402X
141107,0,2267,?
141108,1,110,2084N0400X
141109,0,0,207R00000X
141110,0,9,207Q00000X
141111,0,23,207RI0200X
141112,0,1396,?
141113,1,79,207Q00000X
141114,1,2087,?
141115,1,59,2084N0402X
141116,1,29,207R00000X
141117,0,3,207Q00000X
141118,0,24,2084N0400X
141119,1,77,207Q00000X
141120,1,114,2084P0800X
141121,1,113,174400000X
141122,0,93,2084P0800X
141123,1,392,?
141124,1,47,2084N0600X
141125,0,27,208M00000X
141126,1,59,2084N0402X
141127,1,2052,?
141128,0,329,?
141129,1,46,2084N0400X
141130,0,703,?
141131,0,138,207Q00000X
141132,1,2610,?
141133,0,40,208000000X
141134,0,324,?
141135,1,1938,?
141136,0,15,207RG0100X
141137,0,307,?
141138,1,1212,?
141139,0,826,?
141140,1,51,2084B0040X
141141,1,113,174400000X
141142,1,141,2084N0400X
141143,0,16,2084P0800X
141144,0,98,207Q00000X
141145,1,66,174400000X
141146,0,49,208000000X
141147,0,1489,?
141148,1,1445,?
141149,0,3,207Q00000X
141150,1,115,2084P0804X
141151,1,1573,?
141152,1,647,?
141153,0,736,?
141154,0,216,?
141155,0,832,?
141156,0,26,2084P0800X
141157,1,257,?
141158,0,3,207Q00000X
141159,0,103,207N00000X
141160,0,90,2084P0800X
141161,0,329,?
141162,0,27,208M00000X
141163,1,17,2084P0800X
141164,0,187,207R00000X
141165,0,237,?
141166,0,809,?
141167,1,115,2084P0804X
141168,0,90,2084P0800X
141169,1,73,207RP1001X
141170,1,364,?
141171,0,210,?
141172,0,329,?
141173,0,40,208000000X
141174,0,116,2084N0400X
141175,0,289,?
141176,1,994,?
141177,1,116,2084N0400X
141178,1,141,2084N0400X
141179,0,0,207R00000X
141180,0,20,2084P0800X
141181,1,2611,?
141182,0,15,207RG0100X
141183,0,3,207Q00000X
141184,0,11,208000000X
141185,0,116,2084N0400X
141186,0,129,207RP1001X
141187,0,242,?
141188,0,16,2084P0800X
141189,0,484,?
141190,0,212,?
141191,1,7,2084N0400X
141192,0,258,?
141193,1,771,?
141194,0,19,2084N0400X
141195,0,125,207R00000X
141196,0,622,?
141197,0,206,207R00000X
141198,0,125,207R00000X
141199,1,688,?
141200,0,16,2084P0800X
141201,0,135,2084P0804X
141202,0,9,207Q00000X
141203,0,72,2084N0400X
141204,1,59,2084N0402X
141205,0,0,207R00000X
141206,1,143,2084P0800X
141207,0,129,207RP1001X
141208,0,129,207RP1001X
141209,0,16,2084P0800X
141210,0,187,207R00000X
141211,0,3,207Q00000X
141212,0,203,2084N0400X
141213,0,15,207RG0100X
141214,0,2612,?
141215,0,3,207Q00000X
141216,1,115,2084P0804X
141217,1,378,?
141218,0,234,?
141219,0,16,2084P0800X
141220,0,16,2084P0800X
141221,0,3,207Q00000X
141222,0,393,?
141223,0,109,207RI0011X
141224,0,16,2084P0800X
141225,0,48,2084P0800X
141226,1,1488,?
141227,1,206,207R00000X
141228,1,115,2084P0804X
141229,0,28,2084N0400X
141230,0,130,207RX0202X
141231,0,90,2084P0800X
141232,0,706,?
141233,0,393,?
141234,0,468,?
141235,0,206,207R00000X
141236,1,467,?
141237,0,19,2084N0400X
141238,1,92,2084P0800X
141239,0,0,207R00000X
141240,1,2613,?
141241,0,0,207R00000X
141242,0,520,?
141243,0,23,207RI0200X
141244,1,2089,?
141245,0,16,2084P0800X
141246,0,459,?
141247,0,243,?
141248,0,223,?
141249,0,240,?
141250,0,16,2084P0800X
141251,0,123,2084N0400X
141252,1,1966,?
141253,1,1909,?
141254,0,223,?
141255,1,66,174400000X
141256,1,85,207Q00000X
141257,1,90,2084P0800X
141258,1,322,?
141259,1,147,207RR0500X
141260,1,141,2084N0400X
141261,1,137,2084P0804X
141262,1,231,?
141263,0,388,?
141264,1,59,2084N0402X
141265,0,973,?
141266,1,90,2084P0800X
141267,0,90,2084P0800X
141268,0,248,?
141269,0,3,207Q00000X
141270,0,2614,?
141271,0,23,207RI0200X
141272,0,3,207Q00000X
141273,1,918,?
141274,1,236,?
141275,1,7,2084N0400X
141276,0,210,?
141277,1,291,?
141278,1,66,174400000X
141279,0,34,207RG0100X
141280,1,456,?
141281,1,320,?
141282,0,206,207R00000X
141283,1,858,?
141284,0,144,207R00000X
141285,0,80,2084P0800X
141286,0,33,2084P0800X
141287,0,3,207Q00000X
141288,1,811,?
141289,1,51,2084B0040X
141290,1,114,2084P0800X
141291,1,1317,?
141292,0,31,2084N0400X
141293,0,15,207RG0100X
141294,0,101,2084P0800X
141295,0,15,207RG0100X
141296,0,0,207R00000X
141297,1,752,?
141298,1,734,?
141299,0,16,2084P0800X
141300,0,3,207Q00000X
141301,1,110,2084N0400X
141302,1,371,?
141303,1,1225,?
141304,0,9,207Q00000X
141305,1,865,?
141306,0,3,207Q00000X
141307,0,16,2084P0800X
141308,0,351,?
141309,0,93,2084P0800X
141310,1,175,207N00000X
141311,1,139,207Q00000X
141312,0,393,?
141313,0,116,2084N0400X
141314,0,90,2084P0800X
141315,0,33,2084P0800X
141316,0,16,2084P0800X
141317,0,103,207N00000X
141318,1,231,?
141319,1,557,?
141320,0,155,207T00000X
141321,0,179,2084N0400X
141322,0,1,2084N0400X
141323,0,86,207R00000X
141324,0,2615,?
141325,1,115,2084P0804X
141326,0,84,2084P0800X
141327,1,90,2084P0800X
141328,0,129,207RP1001X
141329,0,464,?
141330,0,258,?
141331,0,40,208000000X
141332,0,9,207Q00000X
141333,1,79,207Q00000X
141334,0,139,207Q00000X
141335,0,188,2084N0400X
141336,1,2616,?
141337,1,564,?
141338,0,129,207RP1001X
141339,0,588,?
141340,0,61,2084N0400X
141341,0,20,2084P0800X
141342,1,51,2084B0040X
141343,1,933,?
141344,0,15,207RG0100X
141345,1,487,?
141346,1,73,207RP1001X
141347,1,472,?
141348,0,34,207RG0100X
141349,0,0,207R00000X
141350,0,16,2084P0800X
141351,1,305,?
141352,1,115,2084P0804X
141353,0,93,2084P0800X
141354,1,371,?
141355,1,1224,?
141356,0,16,2084P0800X
141357,1,2617,?
141358,1,141,2084N0400X
141359,0,235,?
141360,0,55,2084N0400X
141361,0,33,2084P0800X
141362,1,2618,?
141363,0,26,2084P0800X
141364,1,29,207R00000X
141365,0,139,207Q00000X
141366,1,46,2084N0400X
141367,0,129,207RP1001X
141368,0,182,207R00000X
141369,0,159,2084N0400X
141370,0,309,?
141371,0,0,207R00000X
141372,1,256,?
141373,1,2197,?
141374,0,3,207Q00000X
141375,1,236,?
141376,1,67,207RH0003X
141377,0,242,?
141378,1,143,2084P0800X
141379,0,3,207Q00000X
141380,1,116,2084N0400X
141381,1,1265,?
141382,0,15,207RG0100X
141383,0,0,207R00000X
141384,0,16,2084P0800X
141385,0,31,2084N0400X
141386,0,240,?
141387,0,123,2084N0400X
141388,1,90,2084P0800X
141389,0,9,207Q00000X
141390,1,975,?
141391,1,90,2084P0800X
141392,0,3,207Q00000X
141393,0,123,2084N0400X
141394,0,15,207RG0100X
141395,1,51,2084B0040X
141396,0,1052,?
141397,1,73,207RP1001X
141398,0,2619,?
141399,0,0,207R00000X
141400,1,73,207RP1001X
141401,0,130,207RX0202X
141402,0,224,?
141403,0,135,2084P0804X
141404,0,61,2084N0400X
141405,0,11,208000000X
141406,0,468,?
141407,0,0,207R00000X
141408,0,581,?
141409,0,16,2084P0800X
141410,0,139,207Q00000X
141411,1,139,207Q00000X
141412,0,0,207R00000X
141413,1,786,?
141414,1,110,2084N0400X
141415,1,808,?
141416,1,377,?
141417,0,247,?
141418,1,94,2084N0400X
141419,0,329,?
141420,1,257,?
141421,0,15,207RG0100X
141422,0,90,2084P0800X
141423,0,26,2084P0800X
141424,1,51,2084B0040X
141425,1,141,2084N0400X
141426,0,16,2084P0800X
141427,0,809,?
141428,1,257,?
141429,0,61,2084N0400X
141430,0,124,207Q00000X
141431,0,19,2084N0400X
141432,1,212,?
141433,1,2620,?
141434,1,29,207R00000X
141435,1,51,2084B0040X
141436,1,90,2084P0800X
141437,1,29,207R00000X
141438,0,49,208000000X
141439,1,116,2084N0400X
141440,0,27,208M00000X
141441,1,46,2084N0400X
141442,1,629,?
141443,0,1233,?
141444,1,637,?
141445,0,0,207R00000X
141446,0,61,2084N0400X
141447,1,212,?
141448,1,2621,?
141449,0,139,207Q00000X
141450,0,15,207RG0100X
141451,1,401,?
141452,0,49,208000000X
141453,0,123,2084N0400X
141454,0,674,?
141455,0,130,207RX0202X
141456,1,42,2084N0400X
141457,0,15,207RG0100X
141458,1,114,2084P0800X
141459,0,68,207Q00000X
141460,0,390,?
141461,0,49,208000000X
141462,1,603,?
141463,1,231,?
141464,0,366,?
141465,0,15,207RG0100X
141466,0,0,207R00000X
141467,1,92,2084P0800X
141468,0,49,208000000X
141469,0,1817,?
141470,0,284,?
141471,0,40,208000000X
141472,1,449,?
141473,0,1803,?
141474,0,26,2084P0800X
141475,0,301,?
141476,1,1280,?
141477,0,116,2084N0400X
141478,1,493,?
141479,0,186,208M00000X
141480,0,0,207R00000X
141481,1,51,2084B0040X
141482,1,25,2084P0800X
141483,1,147,207RR0500X
141484,0,40,208000000X
141485,0,809,?
141486,1,141,2084N0400X
141487,0,15,207RG0100X
141488,0,49,208000000X
141489,0,28,2084N0400X
141490,0,1675,?
141491,1,99,207P00000X
141492,1,92,2084P0800X
141493,0,206,207R00000X
141494,0,0,207R00000X
141495,0,27,208M00000X
141496,1,2622,?
141497,1,2373,?
141498,0,16,2084P0800X
141499,0,26,2084P0800X
141500,1,29,207R00000X
141501,0,33,2084P0800X
141502,0,943,?
141503,1,496,?
141504,1,525,?
141505,1,347,?
141506,0,98,207Q00000X
141507,0,459,?
141508,0,0,207R00000X
141509,1,1909,?
141510,1,7,2084N0400X
141511,0,247,?
141512,0,11,208000000X
141513,1,1328,?
141514,0,9,207Q00000X
141515,0,16,2084P0800X
141516,0,0,207R00000X
141517,0,414,?
141518,0,878,?
141519,1,1431,?
141520,1,212,?
141521,1,212,?
141522,1,1640,?
141523,1,7,2084N0400X
141524,0,290,?
141525,1,1683,?
141526,0,26,2084P0800X
141527,0,23,207RI0200X
141528,0,1,2084N0400X
141529,0,5,2084P0800X
141530,1,115,2084P0804X
141531,1,2136,?
141532,0,419,?
141533,1,378,?
141534,0,971,?
141535,0,28,2084N0400X
141536,0,70,207RC0000X
141537,1,115,2084P0804X
141538,0,129,207RP1001X
141539,1,116,2084N0400X
141540,1,374,?
141541,1,136,2084P0804X
141542,0,0,207R00000X
141543,0,16,2084P0800X
141544,0,19,2084N0400X
141545,1,2623,?
141546,1,1709,?
141547,0,3,207Q00000X
141548,1,116,2084N0400X
141549,1,544,?
141550,1,77,207Q00000X
141551,0,34,207RG0100X
141552,0,273,?
141553,0,35,363LP0200X
141554,0,2624,?
141555,0,329,?
141556,1,2157,?
141557,1,1429,?
141558,1,2625,?
141559,0,49,208000000X
141560,0,15,207RG0100X
141561,0,309,?
141562,1,51,2084B0040X
141563,0,33,2084P0800X
141564,1,307,?
141565,1,17,2084P0800X
141566,0,72,2084N0400X
141567,0,286,?
141568,0,33,2084P0800X
141569,1,90,2084P0800X
141570,0,0,207R00000X
141571,0,933,?
141572,0,90,2084P0800X
141573,0,15,207RG0100X
141574,0,435,?
141575,0,49,208000000X
141576,1,116,2084N0400X
141577,1,92,2084P0800X
141578,0,822,?
141579,0,41,2084N0402X
141580,1,154,2084N0400X
141581,0,11,208000000X
141582,1,493,?
141583,1,143,2084P0800X
141584,0,190,2084N0400X
141585,0,0,207R00000X
141586,0,90,2084P0800X
141587,0,463,?
141588,1,212,?
141589,0,103,207N00000X
141590,0,3,207Q00000X
141591,0,132,207RH0003X
141592,1,25,2084P0800X
141593,1,153,2084N0400X
141594,0,235,?
141595,1,401,?
141596,1,544,?
141597,1,66,174400000X
141598,0,16,2084P0800X
141599,1,29,207R00000X
141600,0,11,208000000X
141601,1,94,2084N0400X
141602,0,155,207T00000X
141603,0,16,2084P0800X
141604,0,436,?
141605,1,495,?
141606,0,247,?
141607,1,59,2084N0402X
141608,0,5,2084P0800X
141609,0,128,207R00000X
141610,0,2626,?
141611,0,90,2084P0800X
141612,0,0,207R00000X
141613,1,66,174400000X
141614,1,2,2084N0400X
141615,0,139,207Q00000X
141616,1,2627,?
141617,0,104,2084P0802X
141618,0,223,?
141619,0,409,?
141620,1,212,?
141621,1,116,2084N0400X
